timestep,Site,Classification,abundance
11,Maracas u,Insecta Trichoptera Glossosomatidae,16
11,Maracas u,Insecta Trichoptera Helicopsychidae,8
11,Maracas u,Insecta Trichoptera Hydropsychidae,112
11,Maracas u,Insecta Trichoptera Leptoceridae,25
11,Maracas u,Insecta Trichoptera Philopotamidae,79
11,Maracas u,Oligochaeta unknown,1
11,Maracas u,Turbellaria Turbellaria,5
12,Maracas u,Crustacea Decapoda Pseudothelphusidae,1
12,Maracas u,Insecta Coleoptera Elmidae,58
12,Maracas u,Insecta Coleoptera Psephenidae,119
12,Maracas u,Insecta Diptera Chironomidae,24
12,Maracas u,Insecta Diptera Simuliidae,1
12,Maracas u,Insecta Diptera Tipulidae,5
12,Maracas u,Insecta Ephemeroptera Baetidae,19
12,Maracas u,Insecta Ephemeroptera Euthyplocidae,4
12,Maracas u,Insecta Ephemeroptera Leptophlebiidae,76
12,Maracas u,Insecta Ephemeroptera Tricorythidae,44
12,Maracas u,Insecta Hemiptera Veliidae,3
12,Maracas u,Insecta Odonata Calopterygidae,3
12,Maracas u,Insecta Odonata Coenagrionidae,38
12,Maracas u,Insecta Odonata Gomphidae,2
12,Maracas u,Insecta Odonata Libellulidae,21
12,Maracas u,Insecta Plecoptera Perlidae,6
12,Maracas u,Insecta Trichoptera Calomoceratidae,1
12,Maracas u,Insecta Trichoptera Glossosomatidae,29
12,Maracas u,Insecta Trichoptera Helicopsychidae,10
12,Maracas u,Insecta Trichoptera Hydropsychidae,19
12,Maracas u,Insecta Trichoptera Leptoceridae,9
12,Maracas u,Insecta Trichoptera Philopotamidae,21
12,Maracas u,Oligochaeta unknown,11
12,Maracas u,Turbellaria Turbellaria,8
13,Maracas u,Crustacea Decapoda Pseudothelphusidae,3
13,Maracas u,Insecta Coleoptera Elmidae,96
13,Maracas u,Insecta Coleoptera Psephenidae,200
13,Maracas u,Insecta Diptera Chironomidae,90
13,Maracas u,Insecta Diptera Simuliidae,5
13,Maracas u,Insecta Diptera unknown,1
13,Maracas u,Insecta Ephemeroptera Baetidae,142
13,Maracas u,Insecta Ephemeroptera Euthyplocidae,20
13,Maracas u,Insecta Ephemeroptera Leptophlebiidae,82
13,Maracas u,Insecta Ephemeroptera Tricorythidae,144
13,Maracas u,Insecta Hemiptera Veliidae,3
13,Maracas u,Insecta Lepidoptera unknown,2
13,Maracas u,Insecta Odonata Calopterygidae,4
13,Maracas u,Insecta Odonata Coenagrionidae,28
13,Maracas u,Insecta Odonata Gomphidae,2
13,Maracas u,Insecta Odonata Libellulidae,36
13,Maracas u,Insecta Plecoptera Perlidae,9
13,Maracas u,Insecta Trichoptera Calomoceratidae,2
13,Maracas u,Insecta Trichoptera Glossosomatidae,183
13,Maracas u,Insecta Trichoptera Helicopsychidae,2
13,Maracas u,Insecta Trichoptera Hydropsychidae,56
13,Maracas u,Insecta Trichoptera Hydroptilidae,1
13,Maracas u,Insecta Trichoptera Leptoceridae,9
13,Maracas u,Insecta Trichoptera Philopotamidae,28
13,Maracas u,Oligochaeta unknown,4
13,Maracas u,Turbellaria Turbellaria,11
14,Maracas u,Insecta Coleoptera Elmidae,137
14,Maracas u,Insecta Coleoptera Psephenidae,228
14,Maracas u,Insecta Diptera Chironomidae,54
14,Maracas u,Insecta Diptera Simuliidae,12
14,Maracas u,Insecta Diptera Tipulidae,1
14,Maracas u,Insecta Ephemeroptera Baetidae,20
14,Maracas u,Insecta Ephemeroptera Euthyplocidae,24
14,Maracas u,Insecta Ephemeroptera Leptophlebiidae,41
14,Maracas u,Insecta Ephemeroptera Tricorythidae,120
14,Maracas u,Insecta Hemiptera Veliidae,4
14,Maracas u,Insecta Lepidoptera unknown,2
14,Maracas u,Insecta Odonata Calopterygidae,3
14,Maracas u,Insecta Odonata Coenagrionidae,150
14,Maracas u,Insecta Odonata Libellulidae,61
14,Maracas u,Insecta Plecoptera Perlidae,31
14,Maracas u,Insecta Trichoptera Calomoceratidae,7
14,Maracas u,Insecta Trichoptera Glossosomatidae,65
14,Maracas u,Insecta Trichoptera Helicopsychidae,20
14,Maracas u,Insecta Trichoptera Hydropsychidae,72
14,Maracas u,Insecta Trichoptera Hydroptilidae,16
14,Maracas u,Insecta Trichoptera Leptoceridae,60
14,Maracas u,Insecta Trichoptera Philopotamidae,24
14,Maracas u,Oligochaeta unknown,1
14,Maracas u,Turbellaria Turbellaria,15
15,Maracas u,Crustacea Decapoda Pseudothelphusidae,1
15,Maracas u,Insecta Coleoptera Elmidae,32
15,Maracas u,Insecta Coleoptera Psephenidae,22
15,Maracas u,Insecta Diptera Chironomidae,58
15,Maracas u,Insecta Diptera Simuliidae,32
15,Maracas u,Insecta Ephemeroptera Baetidae,32
15,Maracas u,Insecta Ephemeroptera Leptophlebiidae,19
15,Maracas u,Insecta Ephemeroptera Tricorythidae,42
15,Maracas u,Insecta Odonata Calopterygidae,3
15,Maracas u,Insecta Odonata Coenagrionidae,20
15,Maracas u,Insecta Odonata Libellulidae,28
15,Maracas u,Insecta Plecoptera Perlidae,2
15,Maracas u,Insecta Trichoptera Calomoceratidae,2
15,Maracas u,Insecta Trichoptera Glossosomatidae,2
15,Maracas u,Insecta Trichoptera Helicopsychidae,10
15,Maracas u,Insecta Trichoptera Hydropsychidae,34
15,Maracas u,Insecta Trichoptera Leptoceridae,9
15,Maracas u,Insecta Trichoptera Philopotamidae,15
15,Maracas u,Oligochaeta unknown,1
15,Maracas u,Turbellaria Turbellaria,8
16,Maracas u,Insecta Coleoptera Elmidae,91
16,Maracas u,Insecta Coleoptera Psephenidae,199
16,Maracas u,Insecta Diptera Chironomidae,51
16,Maracas u,Insecta Diptera Simuliidae,5
16,Maracas u,Insecta Diptera Tipulidae,2
16,Maracas u,Insecta Ephemeroptera Baetidae,34
16,Maracas u,Insecta Ephemeroptera Euthyplocidae,1
16,Maracas u,Insecta Ephemeroptera Leptophlebiidae,127
16,Maracas u,Insecta Ephemeroptera Tricorythidae,75
16,Maracas u,Insecta Hemiptera Veliidae,9
16,Maracas u,Insecta Odonata Calopterygidae,2
16,Maracas u,Insecta Odonata Coenagrionidae,41
16,Maracas u,Insecta Odonata Libellulidae,59
16,Maracas u,Insecta Plecoptera Perlidae,15
16,Maracas u,Insecta Trichoptera Glossosomatidae,10
16,Maracas u,Insecta Trichoptera Helicopsychidae,18
16,Maracas u,Insecta Trichoptera Hydropsychidae,38
16,Maracas u,Insecta Trichoptera Hydroptilidae,1
16,Maracas u,Insecta Trichoptera Leptoceridae,33
16,Maracas u,Insecta Trichoptera Philopotamidae,19
16,Maracas u,Oligochaeta unknown,7
16,Maracas u,Turbellaria Turbellaria,4
17,Maracas u,Crustacea Decapoda Pseudothelphusidae,2
17,Maracas u,Entognatha Collembola unknown,3
17,Maracas u,Insecta Coleoptera Elmidae,71
17,Maracas u,Insecta Coleoptera Psephenidae,117
17,Maracas u,Insecta Diptera Chironomidae,67
17,Maracas u,Insecta Diptera Simuliidae,25
17,Maracas u,Insecta Ephemeroptera Baetidae,182
17,Maracas u,Insecta Ephemeroptera Euthyplocidae,6
17,Maracas u,Insecta Ephemeroptera Leptophlebiidae,132
17,Maracas u,Insecta Ephemeroptera Tricorythidae,143
17,Maracas u,Insecta Hemiptera Veliidae,3
17,Maracas u,Insecta Lepidoptera unknown,1
17,Maracas u,Insecta Odonata Calopterygidae,2
17,Maracas u,Insecta Odonata Coenagrionidae,52
17,Maracas u,Insecta Odonata Gomphidae,3
17,Maracas u,Insecta Odonata Libellulidae,41
17,Maracas u,Insecta Plecoptera Perlidae,12
17,Maracas u,Insecta Trichoptera Calomoceratidae,3
17,Maracas u,Insecta Trichoptera Glossosomatidae,55
17,Maracas u,Insecta Trichoptera Helicopsychidae,6
17,Maracas u,Insecta Trichoptera Hydropsychidae,69
17,Maracas u,Insecta Trichoptera Hydroptilidae,4
17,Maracas u,Insecta Trichoptera Leptoceridae,14
17,Maracas u,Insecta Trichoptera Philopotamidae,22
17,Maracas u,Oligochaeta unknown,6
17,Maracas u,Turbellaria Turbellaria,9
18,Maracas u,Entognatha Collembola unknown,1
18,Maracas u,Insecta Coleoptera Elmidae,87
18,Maracas u,Insecta Coleoptera Psephenidae,78
18,Maracas u,Insecta Diptera Chironomidae,64
18,Maracas u,Insecta Diptera Simuliidae,40
18,Maracas u,Insecta Diptera Tipulidae,2
18,Maracas u,Insecta Ephemeroptera Baetidae,64
18,Maracas u,Insecta Ephemeroptera Euthyplocidae,2
18,Maracas u,Insecta Ephemeroptera Leptophlebiidae,38
18,Maracas u,Insecta Ephemeroptera Tricorythidae,153
18,Maracas u,Insecta Hemiptera Veliidae,3
18,Maracas u,Insecta Lepidoptera unknown,3
18,Maracas u,Insecta Odonata Coenagrionidae,55
18,Maracas u,Insecta Odonata Libellulidae,24
18,Maracas u,Insecta Plecoptera Perlidae,6
18,Maracas u,Insecta Trichoptera Calomoceratidae,2
18,Maracas u,Insecta Trichoptera Glossosomatidae,18
18,Maracas u,Insecta Trichoptera Helicopsychidae,38
18,Maracas u,Insecta Trichoptera Hydropsychidae,93
18,Maracas u,Insecta Trichoptera Hydroptilidae,112
18,Maracas u,Insecta Trichoptera Leptoceridae,60
18,Maracas u,Insecta Trichoptera Philopotamidae,19
18,Maracas u,Oligochaeta unknown,4
18,Maracas u,Turbellaria Turbellaria,15
19,Maracas u,Crustacea Decapoda Pseudothelphusidae,1
19,Maracas u,Entognatha Collembola unknown,1
19,Maracas u,Insecta Coleoptera Elmidae,99
19,Maracas u,Insecta Coleoptera Psephenidae,137
19,Maracas u,Insecta Diptera Chironomidae,126
19,Maracas u,Insecta Diptera Simuliidae,35
19,Maracas u,Insecta Diptera Tipulidae,4
19,Maracas u,Insecta Ephemeroptera Baetidae,105
19,Maracas u,Insecta Ephemeroptera Euthyplocidae,5
19,Maracas u,Insecta Ephemeroptera Leptophlebiidae,106
19,Maracas u,Insecta Ephemeroptera Tricorythidae,127
19,Maracas u,Insecta Hemiptera Veliidae,10
19,Maracas u,Insecta Lepidoptera unknown,3
19,Maracas u,Insecta Odonata Calopterygidae,15
19,Maracas u,Insecta Odonata Coenagrionidae,126
19,Maracas u,Insecta Odonata Libellulidae,51
19,Maracas u,Insecta Plecoptera Perlidae,14
19,Maracas u,Insecta Trichoptera Calomoceratidae,2
19,Maracas u,Insecta Trichoptera Glossosomatidae,9
19,Maracas u,Insecta Trichoptera Helicopsychidae,9
19,Maracas u,Insecta Trichoptera Hydropsychidae,117
19,Maracas u,Insecta Trichoptera Hydroptilidae,3
19,Maracas u,Insecta Trichoptera Leptoceridae,20
19,Maracas u,Insecta Trichoptera Philopotamidae,99
19,Maracas u,Oligochaeta unknown,7
19,Maracas u,Turbellaria Turbellaria,11
1,Quare d,Insecta Coleoptera Elmidae,13
1,Quare d,Insecta Coleoptera Psephenidae,12
1,Quare d,Insecta Diptera Chironomidae,14
1,Quare d,Insecta Diptera Simuliidae,31
1,Quare d,Insecta Diptera Tipulidae,2
1,Quare d,Insecta Diptera unknown,2
1,Quare d,Insecta Ephemeroptera Baetidae,39
1,Quare d,Insecta Ephemeroptera Leptophlebiidae,169
1,Quare d,Insecta Ephemeroptera Tricorythidae,36
1,Quare d,Insecta Hemiptera Veliidae,3
1,Quare d,Insecta Odonata Calopterygidae,3
1,Quare d,Insecta Odonata Coenagrionidae,44
1,Quare d,Insecta Odonata Libellulidae,12
1,Quare d,Insecta Plecoptera Perlidae,14
1,Quare d,Insecta Trichoptera Glossosomatidae,3
1,Quare d,Insecta Trichoptera Hydropsychidae,56
1,Quare d,Insecta trichoptera Philopotamidae,24
1,Quare d,Oligochaeta unknown,1
1,Quare d,Turbellaria Turbellaria,4
2,Quare d,Insecta Coleoptera Elmidae,78
2,Quare d,Insecta Coleoptera Psephenidae,76
2,Quare d,Insecta Coleoptera unknown,1
2,Quare d,Insecta Diptera Chironomidae,12
2,Quare d,Insecta Diptera Simuliidae,10
2,Quare d,Insecta Ephemeroptera Baetidae,73
2,Quare d,Insecta Ephemeroptera Leptophlebiidae,101
2,Quare d,Insecta Ephemeroptera Tricorythidae,182
2,Quare d,Insecta Hemiptera Veliidae,5
2,Quare d,Insecta Lepidoptera unknown,4
2,Quare d,Insecta Odonata Calopterygidae,3
2,Quare d,Insecta Odonata Coenagrionidae,54
2,Quare d,Insecta Odonata Libellulidae,42
2,Quare d,Insecta Plecoptera Perlidae,20
2,Quare d,Insecta Trichoptera Calomoceratidae,3
2,Quare d,Insecta Trichoptera Glossosomatidae,61
2,Quare d,Insecta Trichoptera Helicopsychidae,1
2,Quare d,Insecta Trichoptera Hydropsychidae,107
2,Quare d,Insecta Trichoptera Hydroptilidae,1
2,Quare d,Insecta Trichoptera Leptoceridae,2
2,Quare d,Insecta Trichoptera Philopotamidae,68
2,Quare d,Insecta Trichoptera unknown,1
2,Quare d,Oligochaeta unknown,1
2,Quare d,Turbellaria Turbellaria,10
3,Quare d,Insecta Coleoptera Elmidae,26
3,Quare d,Insecta Coleoptera Psephenidae,27
3,Quare d,Insecta Diptera Chironomidae,6
3,Quare d,Insecta Diptera Simuliidae,4
3,Quare d,Insecta Ephemeroptera Baetidae,55
3,Quare d,Insecta Ephemeroptera Leptophlebiidae,65
3,Quare d,Insecta Ephemeroptera Tricorythidae,59
3,Quare d,Insecta Hemiptera Veliidae,2
3,Quare d,Insecta Odonata Calopterygidae,3
3,Quare d,Insecta Odonata Coenagrionidae,57
3,Quare d,Insecta Odonata Libellulidae,33
3,Quare d,Insecta Trichoptera Glossosomatidae,70
3,Quare d,Insecta Trichoptera Helicopsychidae,3
3,Quare d,Insecta Trichoptera Hydropsychidae,71
3,Quare d,Insecta Trichoptera Philopotamidae,13
3,Quare d,Oligochaeta unknown,22
3,Quare d,Turbellaria Turbellaria,6
4,Quare d,Insecta Coleoptera Elmidae,10
4,Quare d,Insecta Coleoptera Psephenidae,6
4,Quare d,Insecta Diptera Chironomidae,6
4,Quare d,Insecta Diptera Simuliidae,9
4,Quare d,Insecta Diptera Tipulidae,1
4,Quare d,Insecta Ephemeroptera Baetidae,6
4,Quare d,Insecta Ephemeroptera Euthyplocidae,1
4,Quare d,Insecta Ephemeroptera Leptophlebiidae,46
4,Quare d,Insecta Ephemeroptera Tricorythidae,22
4,Quare d,Insecta Odonata Coenagrionidae,22
4,Quare d,Insecta Odonata Libellulidae,9
4,Quare d,Insecta Trichoptera Calomoceratidae,2
4,Quare d,Insecta Trichoptera Glossosomatidae,15
4,Quare d,Insecta Trichoptera Helicopsychidae,1
4,Quare d,Insecta Trichoptera Hydropsychidae,21
4,Quare d,Insecta Trichoptera Leptoceridae,1
4,Quare d,Insecta Trichoptera Philopotamidae,12
4,Quare d,Oligochaeta unknown,6
5,Quare d,Insecta Coleoptera Elmidae,24
5,Quare d,Insecta Coleoptera Psephenidae,23
5,Quare d,Insecta Diptera Chironomidae,3
5,Quare d,Insecta Diptera Simuliidae,49
5,Quare d,Insecta Diptera Tipulidae,4
5,Quare d,Insecta Ephemeroptera Baetidae,111
5,Quare d,Insecta Ephemeroptera Leptophlebiidae,82
5,Quare d,Insecta Ephemeroptera Tricorythidae,14
5,Quare d,Insecta Hemiptera Veliidae,1
5,Quare d,Insecta Odonata Calopterygidae,1
5,Quare d,Insecta Odonata Coenagrionidae,17
5,Quare d,Insecta Odonata Libellulidae,5
5,Quare d,Insecta Plecoptera Perlidae,1
5,Quare d,Insecta Trichoptera Calomoceratidae,1
5,Quare d,Insecta Trichoptera Glossosomatidae,8
5,Quare d,Insecta Trichoptera Helicopsychidae,1
5,Quare d,Insecta Trichoptera Hydropsychidae,14
5,Quare d,Insecta Trichoptera Leptoceridae,1
5,Quare d,Insecta Trichoptera Philopotamidae,12
5,Quare d,Oligochaeta unknown,5
5,Quare d,Turbellaria Turbellaria,2
6,Quare d,Crustacea Decapoda Pseudothelphusidae,1
6,Quare d,Insecta Coleoptera Elmidae,43
6,Quare d,Insecta Coleoptera Psephenidae,18
6,Quare d,Insecta Diptera Chironomidae,4
6,Quare d,Insecta Diptera Simuliidae,3
6,Quare d,Insecta Diptera Tipulidae,5
6,Quare d,Insecta Ephemeroptera Baetidae,16
6,Quare d,Insecta Ephemeroptera Leptophlebiidae,76
6,Quare d,Insecta Ephemeroptera Tricorythidae,51
6,Quare d,Insecta Hemiptera Veliidae,1
6,Quare d,Insecta Lepidoptera unknown,1
6,Quare d,Insecta Odonata Calopterygidae,8
6,Quare d,Insecta Odonata Coenagrionidae,34
6,Quare d,Insecta Odonata Libellulidae,26
6,Quare d,Insecta Plecoptera Perlidae,9
6,Quare d,Insecta Trichoptera Calomoceratidae,6
6,Quare d,Insecta Trichoptera Glossosomatidae,48
6,Quare d,Insecta Trichoptera Helicopsychidae,1
6,Quare d,Insecta Trichoptera Hydropsychidae,37
6,Quare d,Insecta Trichoptera Hydroptilidae,3
6,Quare d,Insecta Trichoptera Philopotamidae,19
6,Quare d,Oligochaeta unknown,9
7,Quare d,Insecta Coleoptera Elmidae,18
7,Quare d,Insecta Coleoptera Psephenidae,20
7,Quare d,Insecta Coleoptera unknown,5
7,Quare d,Insecta Diptera Chironomidae,3
7,Quare d,Insecta Diptera Simuliidae,8
7,Quare d,Insecta Ephemeroptera Baetidae,14
7,Quare d,Insecta Ephemeroptera Leptophlebiidae,70
7,Quare d,Insecta Ephemeroptera Tricorythidae,59
7,Quare d,Insecta Odonata Coenagrionidae,27
7,Quare d,Insecta Odonata Libellulidae,11
7,Quare d,Insecta Plecoptera Perlidae,5
7,Quare d,Insecta Trichoptera Calomoceratidae,1
7,Quare d,Insecta Trichoptera Glossosomatidae,1
7,Quare d,Insecta Trichoptera Hydropsychidae,45
7,Quare d,Insecta Trichoptera Hydroptilidae,4
7,Quare d,Insecta Trichoptera Philopotamidae,21
7,Quare d,Oligochaeta unknown,2
7,Quare d,Turbellaria Turbellaria,2
8,Quare d,Insecta Coleoptera Elmidae,32
8,Quare d,Insecta Coleoptera Psephenidae,4
8,Quare d,Insecta Diptera Chironomidae,5
8,Quare d,Insecta Diptera Simuliidae,15
8,Quare d,Insecta Diptera Tipulidae,2
8,Quare d,Insecta Ephemeroptera Baetidae,22
8,Quare d,Insecta Ephemeroptera Euthyplocidae,1
8,Quare d,Insecta Ephemeroptera Leptophlebiidae,78
8,Quare d,Insecta Ephemeroptera Tricorythidae,34
8,Quare d,Insecta Hemiptera Veliidae,2
8,Quare d,Insecta Odonata Calopterygidae,2
8,Quare d,Insecta Odonata Coenagrionidae,33
8,Quare d,Insecta Odonata Libellulidae,19
8,Quare d,Insecta Plecoptera Perlidae,12
8,Quare d,Insecta Trichoptera Glossosomatidae,8
8,Quare d,Insecta Trichoptera Hydropsychidae,34
8,Quare d,Insecta Trichoptera Hydroptilidae,5
8,Quare d,Insecta Trichoptera Philopotamidae,27
8,Quare d,Turbellaria Turbellaria,5
9,Quare d,Arachnoidea Chelicerata Hydracarina,1
9,Quare d,Insecta Coleoptera Elmidae,44
9,Quare d,Insecta Coleoptera Psephenidae,36
9,Quare d,Insecta Diptera Chironomidae,2
9,Quare d,Insecta Diptera Simuliidae,9
9,Quare d,Insecta Diptera Tipulidae,2
9,Quare d,Insecta Ephemeroptera Baetidae,21
9,Quare d,Insecta Ephemeroptera Leptophlebiidae,58
9,Quare d,Insecta Ephemeroptera Tricorythidae,7
9,Quare d,Insecta Odonata Calopterygidae,3
9,Quare d,Insecta Odonata Coenagrionidae,10
9,Quare d,Insecta Plecoptera Perlidae,5
9,Quare d,Insecta Trichoptera Glossosomatidae,11
9,Quare d,Insecta Trichoptera Hydropsychidae,24
9,Quare d,Insecta Trichoptera Hydroptilidae,5
9,Quare d,Insecta Trichoptera Leptoceridae,1
9,Quare d,Insecta Trichoptera Philopotamidae,18
9,Quare d,Turbellaria Turbellaria,6
10,Quare d,Arachnoidea Chelicerata Hydracarina,1
10,Quare d,Insecta Coleoptera Elmidae,98
10,Quare d,Insecta Coleoptera Psephenidae,40
10,Quare d,Insecta Diptera Chironomidae,52
10,Quare d,Insecta Diptera Simuliidae,9
10,Quare d,Insecta Diptera Tipulidae,3
10,Quare d,Insecta Ephemeroptera Baetidae,29
10,Quare d,Insecta Ephemeroptera Euthyplocidae,5
10,Quare d,Insecta Ephemeroptera Leptophlebiidae,131
10,Quare d,Insecta Ephemeroptera Tricorythidae,146
10,Quare d,Insecta Hemiptera Veliidae,2
10,Quare d,Insecta Lepidoptera unknown,1
10,Quare d,Insecta Odonata Calopterygidae,10
10,Quare d,Insecta Odonata Coenagrionidae,65
10,Quare d,Insecta Odonata Libellulidae,20
10,Quare d,Insecta Plecoptera Perlidae,18
10,Quare d,Insecta Trichoptera Glossosomatidae,31
10,Quare d,Insecta Trichoptera Helicopsychidae,1
10,Quare d,Insecta Trichoptera Hydropsychidae,130
10,Quare d,Insecta Trichoptera Hydroptilidae,5
10,Quare d,Insecta Trichoptera Leptoceridae,17
10,Quare d,Insecta Trichoptera Philopotamidae,4
10,Quare d,Oligochaeta unknown,10
10,Quare d,Turbellaria Turbellaria,7
11,Quare d,Insecta Coleoptera Elmidae,84
11,Quare d,Insecta Coleoptera Psephenidae,16
11,Quare d,Insecta Diptera Chironomidae,22
11,Quare d,Insecta Diptera Simuliidae,9
11,Quare d,Insecta Ephemeroptera Baetidae,61
11,Quare d,Insecta Ephemeroptera Euthyplocidae,2
11,Quare d,Insecta Ephemeroptera Leptophlebiidae,80
11,Quare d,Insecta Ephemeroptera Tricorythidae,84
11,Quare d,Insecta Hemiptera Veliidae,4
11,Quare d,Insecta Lepidoptera unknown,1
11,Quare d,Insecta Odonata Aeshnidae,1
11,Quare d,Insecta Odonata Calopterygidae,8
11,Quare d,Insecta Odonata Coenagrionidae,92
11,Quare d,Insecta Odonata Gomphidae,1
11,Quare d,Insecta Odonata Libellulidae,50
11,Quare d,Insecta Plecoptera Perlidae,5
11,Quare d,Insecta Trichoptera Glossosomatidae,31
11,Quare d,Insecta Trichoptera Helicopsychidae,6
11,Quare d,Insecta Trichoptera Hydropsychidae,90
11,Quare d,Insecta Trichoptera Hydroptilidae,1
11,Quare d,Insecta Trichoptera Leptoceridae,6
11,Quare d,Insecta Trichoptera Philopotamidae,25
11,Quare d,Oligochaeta unknown,8
11,Quare d,Turbellaria Turbellaria,21
12,Quare d,Insecta Coleoptera Elmidae,72
12,Quare d,Insecta Coleoptera Psephenidae,11
12,Quare d,Insecta Diptera Chironomidae,10
12,Quare d,Insecta Diptera Simuliidae,5
12,Quare d,Insecta Diptera Tipulidae,1
12,Quare d,Insecta Ephemeroptera Baetidae,15
12,Quare d,Insecta Ephemeroptera Leptophlebiidae,70
12,Quare d,Insecta Ephemeroptera Tricorythidae,20
12,Quare d,Insecta Hemiptera Veliidae,1
12,Quare d,Insecta Lepidoptera unknown,2
12,Quare d,Insecta Odonata Calopterygidae,4
12,Quare d,Insecta Odonata Coenagrionidae,35
12,Quare d,Insecta Odonata Libellulidae,14
12,Quare d,Insecta Plecoptera Perlidae,5
12,Quare d,Insecta Trichoptera Glossosomatidae,46
12,Quare d,Insecta Trichoptera Helicopsychidae,47
12,Quare d,Insecta Trichoptera Hydropsychidae,18
12,Quare d,Insecta Trichoptera Leptoceridae,1
12,Quare d,Insecta Trichoptera Philopotamidae,16
12,Quare d,Oligochaeta unknown,14
12,Quare d,Turbellaria Turbellaria,23
13,Quare d,Insecta Coleoptera Elmidae,49
13,Quare d,Insecta Coleoptera Psephenidae,27
13,Quare d,Insecta Diptera Chironomidae,25
